origin,destination,distance,duration
Evansville,Wilmington,"1,227 km",11 hours 46 mins
Evansville,Wilmington,"1,227 km",11 hours 46 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Charlotte,Evansville,897 km,8 hours 35 mins
Charlotte,Evansville,897 km,8 hours 35 mins
Houston,New York,"2,621 km",23 hours 58 mins
Houston,New York,"2,621 km",23 hours 58 mins
New York,Buffalo,601 km,6 hours 16 mins
New York,Buffalo,601 km,6 hours 16 mins
Buffalo,Houston,"2,390 km",22 hours 10 mins
Buffalo,Houston,"2,390 km",22 hours 10 mins
Seattle,San Diego,"2,020 km",19 hours 14 mins
Seattle,San Diego,"2,020 km",19 hours 14 mins
San Diego,San Jose,740 km,7 hours 17 mins
San Diego,San Jose,740 km,7 hours 17 mins
San Jose,Seattle,"1,351 km",12 hours 53 mins
San Jose,Seattle,"1,351 km",12 hours 53 mins
Fort Myers,Abilene,"2,261 km",20 hours 22 mins
Fort Myers,Abilene,"2,261 km",20 hours 22 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Fort Myers,"2,548 km",23 hours 13 mins
Amarillo,Fort Myers,"2,548 km",23 hours 13 mins
Monterey,Alamosa,"1,868 km",18 hours 33 mins
Monterey,Alamosa,"1,868 km",18 hours 33 mins
Alamosa,Durango,240 km,2 hours 53 mins
Alamosa,Durango,240 km,2 hours 53 mins
Durango,Monterey,"1,627 km",15 hours 42 mins
Durango,Monterey,"1,627 km",15 hours 42 mins
Boise,San Diego,"1,533 km",14 hours 24 mins
Boise,San Diego,"1,533 km",14 hours 24 mins
San Diego,Sacramento,812 km,7 hours 50 mins
San Diego,Sacramento,812 km,7 hours 50 mins
Sacramento,Boise,890 km,8 hours 34 mins
Sacramento,Boise,890 km,8 hours 34 mins
Pensacola,Fayetteville,"1,116 km",10 hours 5 mins
Pensacola,Fayetteville,"1,116 km",10 hours 5 mins
Fayetteville,Wilmington,149 km,1 hour 44 mins
Fayetteville,Wilmington,149 km,1 hour 44 mins
Wilmington,Pensacola,"1,187 km",10 hours 55 mins
Wilmington,Pensacola,"1,187 km",10 hours 55 mins
Seattle,Spokane,449 km,4 hours 10 mins
Seattle,Spokane,449 km,4 hours 10 mins
Reno,San Diego,910 km,9 hours 27 mins
Reno,San Diego,910 km,9 hours 27 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
Los Angeles,Reno,761 km,7 hours 59 mins
Los Angeles,Reno,761 km,7 hours 59 mins
Oklahoma City,Wilmington,"2,038 km",18 hours 21 mins
Oklahoma City,Wilmington,"2,038 km",18 hours 21 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Wilmington,Charlotte,324 km,3 hours 24 mins
Charlotte,Oklahoma City,"1,745 km",16 hours 4 mins
Charlotte,Oklahoma City,"1,745 km",16 hours 4 mins
Helena,Salt Lake City,778 km,6 hours 52 mins
Helena,Salt Lake City,778 km,6 hours 52 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Moab,Helena,"1,151 km",10 hours 28 mins
Moab,Helena,"1,151 km",10 hours 28 mins
Lexington,Erie,689 km,6 hours 27 mins
Lexington,Erie,689 km,6 hours 27 mins
Erie,Philadelphia,678 km,6 hours 22 mins
Erie,Philadelphia,678 km,6 hours 22 mins
Philadelphia,Lexington,"1,029 km",9 hours 44 mins
Philadelphia,Lexington,"1,029 km",9 hours 44 mins
Myrtle Beach,Abilene,"2,135 km",19 hours 25 mins
Myrtle Beach,Abilene,"2,135 km",19 hours 25 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Myrtle Beach,"2,362 km",21 hours 29 mins
Amarillo,Myrtle Beach,"2,362 km",21 hours 29 mins
Orlando,Fort Lauderdale,341 km,3 hours 6 mins
Orlando,Fort Lauderdale,341 km,3 hours 6 mins
Chicago,Green Bay,332 km,3 hours 11 mins
Chicago,Green Bay,332 km,3 hours 11 mins
Green Bay,Marquette,186 km,1 hour 46 mins
Green Bay,Marquette,186 km,1 hour 46 mins
Marquette,Chicago,148 km,1 hour 35 mins
Marquette,Chicago,148 km,1 hour 35 mins
Houston,Chicago,"1,743 km",16 hours 12 mins
Houston,Chicago,"1,743 km",16 hours 12 mins
Chicago,Peoria,267 km,2 hours 31 mins
Chicago,Peoria,267 km,2 hours 31 mins
Peoria,Houston,"1,520 km",14 hours 25 mins
Peoria,Houston,"1,520 km",14 hours 25 mins
Raleigh,Abilene,"2,207 km",19 hours 57 mins
Raleigh,Abilene,"2,207 km",19 hours 57 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Raleigh,"2,372 km",21 hours 30 mins
Amarillo,Raleigh,"2,372 km",21 hours 30 mins
State College,Harrisburg,138 km,1 hour 32 mins
State College,Harrisburg,138 km,1 hour 32 mins
Fort Lauderdale,Harrisburg,"1,839 km",16 hours 28 mins
Fort Lauderdale,Harrisburg,"1,839 km",16 hours 28 mins
Harrisburg,Philadelphia,171 km,1 hour 48 mins
Harrisburg,Philadelphia,171 km,1 hour 48 mins
Philadelphia,Fort Lauderdale,"1,895 km",17 hours 2 mins
Philadelphia,Fort Lauderdale,"1,895 km",17 hours 2 mins
Detroit,Richmond,"1,006 km",9 hours 33 mins
Detroit,Richmond,"1,006 km",9 hours 33 mins
Richmond,Staunton,175 km,1 hour 43 mins
Richmond,Staunton,175 km,1 hour 43 mins
Staunton,Detroit,904 km,8 hours 44 mins
Staunton,Detroit,904 km,8 hours 44 mins
Denver,San Diego,"1,735 km",15 hours 50 mins
Denver,San Diego,"1,735 km",15 hours 50 mins
San Diego,Santa Barbara,351 km,3 hours 29 mins
San Diego,Santa Barbara,351 km,3 hours 29 mins
Santa Barbara,Denver,"1,778 km",16 hours 17 mins
Santa Barbara,Denver,"1,778 km",16 hours 17 mins
Norfolk,Detroit,"1,142 km",10 hours 49 mins
Norfolk,Detroit,"1,142 km",10 hours 49 mins
Detroit,Lansing,146 km,1 hour 24 mins
Detroit,Lansing,146 km,1 hour 24 mins
Lansing,Norfolk,"1,247 km",11 hours 48 mins
Lansing,Norfolk,"1,247 km",11 hours 48 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Cincinnati,Atlanta,741 km,6 hours 46 mins
Cincinnati,Atlanta,741 km,6 hours 46 mins
Atlanta,Augusta,233 km,2 hours 13 mins
Atlanta,Augusta,233 km,2 hours 13 mins
Augusta,Cincinnati,862 km,8 hours 32 mins
Augusta,Cincinnati,862 km,8 hours 32 mins
Seattle,Spokane,449 km,4 hours 10 mins
Seattle,Spokane,449 km,4 hours 10 mins
Spokane,Kansas City,"2,508 km",22 hours 35 mins
Spokane,Kansas City,"2,508 km",22 hours 35 mins
Gainesville,Fayetteville,746 km,6 hours 47 mins
Gainesville,Fayetteville,746 km,6 hours 47 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Fayetteville,Charlotte,223 km,2 hours 40 mins
Charlotte,Gainesville,727 km,6 hours 41 mins
Charlotte,Gainesville,727 km,6 hours 41 mins
Grand Rapids,Wilmington,"1,488 km",14 hours 5 mins
Grand Rapids,Wilmington,"1,488 km",14 hours 5 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Grand Rapids,"1,313 km",12 hours 41 mins
Fayetteville,Grand Rapids,"1,313 km",12 hours 41 mins
Manhattan,Texarkana,"2,218 km",20 hours 36 mins
Manhattan,Texarkana,"2,218 km",20 hours 36 mins
Texarkana,Longview,142 km,1 hour 36 mins
Texarkana,Longview,142 km,1 hour 36 mins
Longview,Manhattan,"2,380 km",21 hours 57 mins
Longview,Manhattan,"2,380 km",21 hours 57 mins
Dallas,New York,"2,491 km",22 hours 55 mins
Dallas,New York,"2,491 km",22 hours 55 mins
New York,Syracuse,398 km,4 hours 6 mins
New York,Syracuse,398 km,4 hours 6 mins
Syracuse,Dallas,"2,431 km",22 hours 8 mins
Syracuse,Dallas,"2,431 km",22 hours 8 mins
Green Bay,Fort Myers,"2,414 km",21 hours 56 mins
Green Bay,Fort Myers,"2,414 km",21 hours 56 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Fort Myers,Gainesville,399 km,3 hours 43 mins
Gainesville,Green Bay,"2,026 km",18 hours 34 mins
Gainesville,Green Bay,"2,026 km",18 hours 34 mins
Seattle,Walla Walla,420 km,4 hours 12 mins
Seattle,Walla Walla,420 km,4 hours 12 mins
Walla Walla,El Paso,"2,336 km",21 hours 53 mins
Walla Walla,El Paso,"2,336 km",21 hours 53 mins
Minneapolis,Houston,"1,893 km",17 hours 26 mins
Minneapolis,Houston,"1,893 km",17 hours 26 mins
Houston,Dallas,385 km,3 hours 27 mins
Houston,Dallas,385 km,3 hours 27 mins
Dallas,Minneapolis,"1,515 km",14 hours 7 mins
Dallas,Minneapolis,"1,515 km",14 hours 7 mins
Greensboro,Augusta,409 km,3 hours 50 mins
Greensboro,Augusta,409 km,3 hours 50 mins
Augusta,Atlanta,234 km,2 hours 12 mins
Augusta,Atlanta,234 km,2 hours 12 mins
Atlanta,Greensboro,534 km,4 hours 59 mins
Atlanta,Greensboro,534 km,4 hours 59 mins
Atlanta,Charlotte,394 km,3 hours 47 mins
Atlanta,Charlotte,394 km,3 hours 47 mins
Charlotte,Wilmington,323 km,3 hours 24 mins
Charlotte,Wilmington,323 km,3 hours 24 mins
Wilmington,Atlanta,674 km,6 hours 8 mins
Wilmington,Atlanta,674 km,6 hours 8 mins
Charlottesville,New York,549 km,5 hours 46 mins
Charlottesville,New York,549 km,5 hours 46 mins
New York,Buffalo,601 km,6 hours 16 mins
New York,Buffalo,601 km,6 hours 16 mins
Buffalo,Charlottesville,732 km,8 hours 3 mins
Buffalo,Charlottesville,732 km,8 hours 3 mins
Dayton,Dallas,"1,588 km",14 hours 32 mins
Dayton,Dallas,"1,588 km",14 hours 32 mins
Dallas,Amarillo,588 km,5 hours 30 mins
Dallas,Amarillo,588 km,5 hours 30 mins
Amarillo,Dayton,"1,795 km",16 hours 15 mins
Amarillo,Dayton,"1,795 km",16 hours 15 mins
Fort Lauderdale,State College,"1,993 km",17 hours 56 mins
Fort Lauderdale,State College,"1,993 km",17 hours 56 mins
State College,Johnstown,137 km,1 hour 29 mins
State College,Johnstown,137 km,1 hour 29 mins
Johnstown,Fort Lauderdale,"1,914 km",17 hours 26 mins
Johnstown,Fort Lauderdale,"1,914 km",17 hours 26 mins
Grand Rapids,New York,"1,200 km",11 hours 11 mins
Grand Rapids,New York,"1,200 km",11 hours 11 mins
New York,Buffalo,601 km,6 hours 16 mins
New York,Buffalo,601 km,6 hours 16 mins
Buffalo,Grand Rapids,621 km,5 hours 52 mins
Buffalo,Grand Rapids,621 km,5 hours 52 mins
Rochester,Chicago,969 km,9 hours 5 mins
Rochester,Chicago,969 km,9 hours 5 mins
Chicago,Peoria,267 km,2 hours 31 mins
Chicago,Peoria,267 km,2 hours 31 mins
Peoria,Rochester,"1,192 km",11 hours 1 min
Peoria,Rochester,"1,192 km",11 hours 1 min
Tallahassee,Charlotte,714 km,7 hours 44 mins
Tallahassee,Charlotte,714 km,7 hours 44 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Charlotte,Fayetteville,223 km,2 hours 40 mins
Fayetteville,Tallahassee,892 km,7 hours 59 mins
Fayetteville,Tallahassee,892 km,7 hours 59 mins
Jacksonville,Pellston,"2,032 km",18 hours 34 mins
Jacksonville,Pellston,"2,032 km",18 hours 34 mins
Pellston,Alpena,157 km,1 hour 43 mins
Pellston,Alpena,157 km,1 hour 43 mins
Alpena,Jacksonville,"1,971 km",18 hours 32 mins
Alpena,Jacksonville,"1,971 km",18 hours 32 mins
Eugene,Oakland,843 km,8 hours 4 mins
Eugene,Oakland,843 km,8 hours 4 mins
Oakland,Los Angeles,597 km,5 hours 43 mins
Oakland,Los Angeles,597 km,5 hours 43 mins
Los Angeles,Eugene,"1,377 km",13 hours 7 mins
Los Angeles,Eugene,"1,377 km",13 hours 7 mins
Denver,Flagstaff,"1,091 km",10 hours 45 mins
Denver,Flagstaff,"1,091 km",10 hours 45 mins
Flagstaff,Phoenix,233 km,2 hours 18 mins
Flagstaff,Phoenix,233 km,2 hours 18 mins
Phoenix,Denver,"1,321 km",12 hours 41 mins
Phoenix,Denver,"1,321 km",12 hours 41 mins
Nashville,Phoenix,"2,632 km",23 hours 51 mins
Nashville,Phoenix,"2,632 km",23 hours 51 mins
Phoenix,Prescott,160 km,1 hour 46 mins
Phoenix,Prescott,160 km,1 hour 46 mins
Prescott,Nashville,"2,629 km",23 hours 30 mins
Prescott,Nashville,"2,629 km",23 hours 30 mins
Hartford,Nashville,"1,620 km",15 hours 4 mins
Hartford,Nashville,"1,620 km",15 hours 4 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Nashville,Knoxville,290 km,2 hours 42 mins
Knoxville,Hartford,"1,334 km",12 hours 27 mins
Knoxville,Hartford,"1,334 km",12 hours 27 mins
Syracuse,Chicago,"1,090 km",10 hours 10 mins
Syracuse,Chicago,"1,090 km",10 hours 10 mins
Chicago,Peoria,267 km,2 hours 31 mins
Chicago,Peoria,267 km,2 hours 31 mins
Peoria,Syracuse,"1,314 km",12 hours 7 mins
Peoria,Syracuse,"1,314 km",12 hours 7 mins
Fort Wayne,Rockford,401 km,4 hours 25 mins
Fort Wayne,Rockford,401 km,4 hours 25 mins
Rockford,Chicago,143 km,1 hour 34 mins
Rockford,Chicago,143 km,1 hour 34 mins
Chicago,Fort Wayne,261 km,3 hours 0 mins
Chicago,Fort Wayne,261 km,3 hours 0 mins
Salt Lake City,Detroit,"2,679 km",23 hours 58 mins
Salt Lake City,Detroit,"2,679 km",23 hours 58 mins
Detroit,Grand Rapids,254 km,2 hours 22 mins
Detroit,Grand Rapids,254 km,2 hours 22 mins
Grand Rapids,Salt Lake City,"2,509 km",22 hours 32 mins
Grand Rapids,Salt Lake City,"2,509 km",22 hours 32 mins
Raleigh,New York,812 km,7 hours 47 mins
Raleigh,New York,812 km,7 hours 47 mins
New York,Watertown,510 km,5 hours 9 mins
New York,Watertown,510 km,5 hours 9 mins
Watertown,Raleigh,"1,150 km",10 hours 59 mins
Watertown,Raleigh,"1,150 km",10 hours 59 mins
La Crosse,Minneapolis,256 km,2 hours 32 mins
La Crosse,Minneapolis,256 km,2 hours 32 mins
Minneapolis,Bemidji,347 km,3 hours 37 mins
Minneapolis,Bemidji,347 km,3 hours 37 mins
Bemidji,La Crosse,601 km,6 hours 0 mins
Bemidji,La Crosse,601 km,6 hours 0 mins
Bloomington,Pellston,845 km,7 hours 40 mins
Bloomington,Pellston,845 km,7 hours 40 mins
Pellston,Traverse City,137 km,1 hour 49 mins
Pellston,Traverse City,137 km,1 hour 49 mins
Traverse City,Bloomington,733 km,7 hours 8 mins
Traverse City,Bloomington,733 km,7 hours 8 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
San Diego,Los Angeles,194 km,2 hours 0 mins
Memphis,Colorado Springs,"1,734 km",15 hours 32 mins
Memphis,Colorado Springs,"1,734 km",15 hours 32 mins
Colorado Springs,Denver,113 km,1 hour 9 mins
Colorado Springs,Denver,113 km,1 hour 9 mins
Denver,Memphis,"1,763 km",15 hours 33 mins
Denver,Memphis,"1,763 km",15 hours 33 mins
Eugene,Salt Lake City,"1,268 km",12 hours 11 mins
Eugene,Salt Lake City,"1,268 km",12 hours 11 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Moab,Eugene,"1,639 km",15 hours 49 mins
Moab,Eugene,"1,639 km",15 hours 49 mins
Atlanta,Austin,"1,501 km",13 hours 46 mins
Atlanta,Austin,"1,501 km",13 hours 46 mins
Austin,El Paso,928 km,8 hours 39 mins
Austin,El Paso,928 km,8 hours 39 mins
El Paso,Atlanta,"2,279 km",20 hours 16 mins
El Paso,Atlanta,"2,279 km",20 hours 16 mins
Chicago,International Falls,"1,015 km",9 hours 43 mins
Chicago,International Falls,"1,015 km",9 hours 43 mins
International Falls,Duluth,263 km,2 hours 46 mins
International Falls,Duluth,263 km,2 hours 46 mins
Duluth,Chicago,755 km,7 hours 5 mins
Duluth,Chicago,755 km,7 hours 5 mins
Tulsa,Augusta,"1,493 km",13 hours 32 mins
Tulsa,Augusta,"1,493 km",13 hours 32 mins
Augusta,Decatur,229 km,2 hours 19 mins
Augusta,Decatur,229 km,2 hours 19 mins
Decatur,Tulsa,"1,287 km",11 hours 39 mins
Decatur,Tulsa,"1,287 km",11 hours 39 mins
Rockford,Pensacola,"1,606 km",14 hours 34 mins
Rockford,Pensacola,"1,606 km",14 hours 34 mins
Pensacola,Tampa,752 km,6 hours 33 mins
Pensacola,Tampa,752 km,6 hours 33 mins
Tampa,Rockford,"2,029 km",18 hours 10 mins
Tampa,Rockford,"2,029 km",18 hours 10 mins
Denver,Amarillo,699 km,6 hours 29 mins
Denver,Amarillo,699 km,6 hours 29 mins
Amarillo,Dallas,589 km,5 hours 30 mins
Amarillo,Dallas,589 km,5 hours 30 mins
Dallas,Denver,"1,282 km",11 hours 56 mins
Dallas,Denver,"1,282 km",11 hours 56 mins
Richmond,Dallas,"2,056 km",18 hours 40 mins
Richmond,Dallas,"2,056 km",18 hours 40 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Richmond,"2,129 km",19 hours 9 mins
Houston,Richmond,"2,129 km",19 hours 9 mins
Palm Springs,Dallas,"2,144 km",19 hours 15 mins
Palm Springs,Dallas,"2,144 km",19 hours 15 mins
Dallas,San Angelo,415 km,3 hours 55 mins
Dallas,San Angelo,415 km,3 hours 55 mins
San Angelo,Palm Springs,"1,772 km",16 hours 3 mins
San Angelo,Palm Springs,"1,772 km",16 hours 3 mins
Tampa,Belleville,"1,608 km",14 hours 26 mins
Tampa,Belleville,"1,608 km",14 hours 26 mins
Belleville,Rockford,471 km,4 hours 30 mins
Belleville,Rockford,471 km,4 hours 30 mins
Rockford,Tampa,"2,022 km",18 hours 7 mins
Rockford,Tampa,"2,022 km",18 hours 7 mins
Baton Rouge,Wilmington,"1,511 km",13 hours 27 mins
Baton Rouge,Wilmington,"1,511 km",13 hours 27 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Wilmington,Fayetteville,149 km,1 hour 43 mins
Fayetteville,Baton Rouge,"1,442 km",12 hours 46 mins
Fayetteville,Baton Rouge,"1,442 km",12 hours 46 mins
Albuquerque,Denver,722 km,6 hours 26 mins
Albuquerque,Denver,722 km,6 hours 26 mins
Denver,Colorado Springs,114 km,1 hour 11 mins
Denver,Colorado Springs,114 km,1 hour 11 mins
Colorado Springs,Albuquerque,611 km,5 hours 25 mins
Colorado Springs,Albuquerque,611 km,5 hours 25 mins
Evansville,Dallas,"1,169 km",11 hours 14 mins
Evansville,Dallas,"1,169 km",11 hours 14 mins
Dallas,Texarkana,287 km,2 hours 42 mins
Dallas,Texarkana,287 km,2 hours 42 mins
Texarkana,Evansville,903 km,8 hours 41 mins
Texarkana,Evansville,903 km,8 hours 41 mins
Sarasota,Lubbock,"2,416 km",21 hours 47 mins
Sarasota,Lubbock,"2,416 km",21 hours 47 mins
Lubbock,Abilene,264 km,2 hours 28 mins
Lubbock,Abilene,264 km,2 hours 28 mins
Abilene,Sarasota,"2,150 km",19 hours 25 mins
Abilene,Sarasota,"2,150 km",19 hours 25 mins
Nashville,Salt Lake City,"2,624 km",23 hours 37 mins
Nashville,Salt Lake City,"2,624 km",23 hours 37 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Salt Lake City,Moab,376 km,3 hours 42 mins
Moab,Nashville,"2,429 km",21 hours 47 mins
Moab,Nashville,"2,429 km",21 hours 47 mins
Montgomery,Abilene,"1,338 km",12 hours 21 mins
Montgomery,Abilene,"1,338 km",12 hours 21 mins
Abilene,San Angelo,145 km,1 hour 29 mins
Abilene,San Angelo,145 km,1 hour 29 mins
San Angelo,Montgomery,"1,458 km",13 hours 31 mins
San Angelo,Montgomery,"1,458 km",13 hours 31 mins
Houston,Grand Rapids,"1,970 km",18 hours 15 mins
Houston,Grand Rapids,"1,970 km",18 hours 15 mins
Grand Rapids,Detroit,253 km,2 hours 20 mins
Grand Rapids,Detroit,253 km,2 hours 20 mins
Detroit,Houston,"2,079 km",19 hours 34 mins
Detroit,Houston,"2,079 km",19 hours 34 mins
Cleveland,Nashville,839 km,7 hours 47 mins
Cleveland,Nashville,839 km,7 hours 47 mins
Nashville,Memphis,341 km,3 hours 10 mins
Nashville,Memphis,341 km,3 hours 10 mins
Memphis,Cleveland,"1,174 km",10 hours 46 mins
Memphis,Cleveland,"1,174 km",10 hours 46 mins
Atlanta,Alamosa,"2,298 km",21 hours 3 mins
Atlanta,Alamosa,"2,298 km",21 hours 3 mins
Alamosa,Gunnison,197 km,2 hours 11 mins
Alamosa,Gunnison,197 km,2 hours 11 mins
Gunnison,Atlanta,"2,445 km",22 hours 59 mins
Gunnison,Atlanta,"2,445 km",22 hours 59 mins
Milwaukee,Moab,"2,242 km",20 hours 2 mins
Milwaukee,Moab,"2,242 km",20 hours 2 mins
Moab,Salt Lake City,376 km,3 hours 43 mins
Moab,Salt Lake City,376 km,3 hours 43 mins
Salt Lake City,Milwaukee,"2,318 km",20 hours 39 mins
Salt Lake City,Milwaukee,"2,318 km",20 hours 39 mins
Toledo,Punta Gorda,"1,952 km",17 hours 25 mins
Toledo,Punta Gorda,"1,952 km",17 hours 25 mins
Punta Gorda,Pensacola,907 km,7 hours 53 mins
Punta Gorda,Pensacola,907 km,7 hours 53 mins
Pensacola,Toledo,"1,472 km",13 hours 25 mins
Pensacola,Toledo,"1,472 km",13 hours 25 mins
Washington,Charleston,856 km,7 hours 54 mins
Washington,Charleston,856 km,7 hours 54 mins
Charleston,Hilton Head,158 km,2 hours 2 mins
Charleston,Hilton Head,158 km,2 hours 2 mins
Hilton Head,Washington,916 km,8 hours 29 mins
Hilton Head,Washington,916 km,8 hours 29 mins
Sarasota,Dallas,"1,867 km",16 hours 50 mins
Sarasota,Dallas,"1,867 km",16 hours 50 mins
Dallas,Houston,385 km,3 hours 29 mins
Dallas,Houston,385 km,3 hours 29 mins
Houston,Sarasota,"1,662 km",14 hours 44 mins
Houston,Sarasota,"1,662 km",14 hours 44 mins
Dallas,San Diego,"2,186 km",19 hours 28 mins
Dallas,San Diego,"2,186 km",19 hours 28 mins
San Diego,San Luis Obispo,502 km,4 hours 59 mins
San Diego,San Luis Obispo,502 km,4 hours 59 mins
San Luis Obispo,Dallas,"2,554 km",23 hours 19 mins
San Luis Obispo,Dallas,"2,554 km",23 hours 19 mins
San Jose,Los Angeles,547 km,5 hours 21 mins
San Jose,Los Angeles,547 km,5 hours 21 mins
Grand Rapids,Chicago,288 km,2 hours 45 mins
Grand Rapids,Chicago,288 km,2 hours 45 mins
Chicago,Peoria,267 km,2 hours 31 mins
Chicago,Peoria,267 km,2 hours 31 mins
Peoria,Grand Rapids,507 km,4 hours 41 mins
Peoria,Grand Rapids,507 km,4 hours 41 mins
Charlottesville,Buffalo,733 km,8 hours 4 mins
Charlottesville,Buffalo,733 km,8 hours 4 mins
Buffalo,New York,600 km,6 hours 14 mins
Buffalo,New York,600 km,6 hours 14 mins
New York,Charlottesville,550 km,5 hours 46 mins
New York,Charlottesville,550 km,5 hours 46 mins
Billings,Abilene,"2,010 km",18 hours 11 mins
Billings,Abilene,"2,010 km",18 hours 11 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Billings,"1,552 km",14 hours 9 mins
Amarillo,Billings,"1,552 km",14 hours 9 mins
Charlotte,Buffalo,"1,061 km",10 hours 0 mins
Charlotte,Buffalo,"1,061 km",10 hours 0 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Buffalo,Niagara Falls,31.9 km,26 mins
Niagara Falls,Charlotte,"1,093 km",10 hours 22 mins
Niagara Falls,Charlotte,"1,093 km",10 hours 22 mins
Salt Lake City,Eau Claire,"2,124 km",19 hours 21 mins
Salt Lake City,Eau Claire,"2,124 km",19 hours 21 mins
Eau Claire,Marquette,394 km,3 hours 34 mins
Eau Claire,Marquette,394 km,3 hours 34 mins
Marquette,Salt Lake City,"2,311 km",20 hours 39 mins
Marquette,Salt Lake City,"2,311 km",20 hours 39 mins
Minot,Bemidji,522 km,5 hours 11 mins
Minot,Bemidji,522 km,5 hours 11 mins
Bemidji,Hibbing,166 km,1 hour 56 mins
Bemidji,Hibbing,166 km,1 hour 56 mins
Hibbing,Minot,688 km,6 hours 57 mins
Hibbing,Minot,688 km,6 hours 57 mins
Houston,Fort Myers,"1,768 km",15 hours 42 mins
Houston,Fort Myers,"1,768 km",15 hours 42 mins
Fort Myers,Orlando,257 km,2 hours 59 mins
Fort Myers,Orlando,257 km,2 hours 59 mins
Orlando,Houston,"1,549 km",13 hours 41 mins
Orlando,Houston,"1,549 km",13 hours 41 mins
Dayton,Philadelphia,867 km,8 hours 17 mins
Dayton,Philadelphia,867 km,8 hours 17 mins
Philadelphia,State College,309 km,3 hours 12 mins
Philadelphia,State College,309 km,3 hours 12 mins
State College,Dayton,638 km,6 hours 13 mins
State College,Dayton,638 km,6 hours 13 mins
Lawton,Abilene,328 km,3 hours 6 mins
Lawton,Abilene,328 km,3 hours 6 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Abilene,Amarillo,446 km,4 hours 10 mins
Amarillo,Lawton,346 km,3 hours 30 mins
Amarillo,Lawton,346 km,3 hours 30 mins
New Orleans,Panama City,527 km,5 hours 4 mins
New Orleans,Panama City,527 km,5 hours 4 mins
Panama City,Pensacola,223 km,2 hours 20 mins
Panama City,Pensacola,223 km,2 hours 20 mins
Pensacola,New Orleans,326 km,2 hours 57 mins
